"","Set_ID","Name","Year","Theme","Theme_Group","Subtheme","Category","Packaging","Num_Instructions","Availability","Pieces","Minifigures","Owned","Rating","USD_MSRP","Total_Quantity","Current_Price"
"26","480-1","Rescue Helicopter",1975,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",62,0,410,0,NA,0,NA
"27","490-1","Mobile Crane",1975,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",46,0,383,0,NA,0,NA
"28","516-1","Bricks and half bricks",1975,"Duplo","Pre-school",NA,"Normal","Box",0,"Promotional",20,0,17,0,NA,0,NA
"29","517-1","Bricks and half bricks and arches",1975,"Duplo","Pre-school",NA,"Normal","Box",0,"Retail",121,0,29,0,NA,0,NA
"30","518-8","Bricks and half bricks and trolley",1975,"Duplo","Pre-school",NA,"Normal","Box",0,"Retail",17,0,24,0,NA,0,NA
"31","519-8","Bricks and half bricks and arches and trolley",1975,"Duplo","Pre-school",NA,"Normal","Box",0,"Retail",240,0,21,0,NA,0,NA
"32","520-9","Bricks and half bricks and two tolleys",1975,"Duplo","Pre-school",NA,"Normal","Box",0,"Retail",168,0,24,0,NA,0,NA
"33","521-8","Bricks and half bricks all colours",1975,"Duplo","Pre-school",NA,"Normal","Box",0,"Retail",640,0,29,0,NA,0,NA
"34","580-1","Brick Yard",1975,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",216,0,368,0,NA,0,NA
"35","615-2","Forklift",1975,"LEGOLAND","Vintage","Vehicle","Normal","{Not specified}",0,"{Not specified}",21,1,1019,0,NA,0,NA
"36","659-1","Police Patrol",1975,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",49,2,953,3.7,NA,1,55
"37","660-1","Air Transporter",1975,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",39,0,706,0,NA,0,NA
"38","692-1","Road Repair Crew",1975,"LEGOLAND","Vintage",NA,"Normal","Box",0,"Retail",57,2,486,0,NA,0,NA
"39","693-1","Fire engine with firemen",1975,"LEGOLAND","Vintage",NA,"Normal","Box",0,"Retail",62,3,533,0,NA,0,NA
"40","694-1","Transport Truck",1975,"LEGOLAND","Vintage","Vehicle","Normal","Box",0,"Retail",65,0,475,0,NA,0,NA
"41","760-2","London Bus",1975,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",110,0,404,0,NA,0,NA
"42","814-2","Tractor",1975,"Building Set with People","Vintage",NA,"Normal","Box",0,"Retail",93,0,138,0,NA,0,NA
"43","10-2","Basic Building Set, 3+",1976,"Basic","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",152,0,135,0,NA,0,NA
"44","20-1","Basic Building Set, 3+",1976,"Basic","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",217,0,183,0,NA,0,NA
"45","30-1","Basic Building Set, 3+",1976,"Basic","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",258,0,237,0,NA,0,NA
"46","40-1","Basic Building Set, 3+",1976,"Basic","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",258,0,182,0,NA,0,NA
"47","50-1","Basic Building Set, 3+",1976,"Basic","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",382,0,188,0,NA,0,NA
"48","55-1","Basic Set",1976,"Samsonite","Vintage","Basic set","Normal","{Not specified}",0,"{Not specified}",291,0,15,0,NA,0,NA
"49","74-1","PreSchool Set",1976,"PreSchool","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",20,0,10,0,NA,NA,NA
"50","080-3","Police Station",1976,"PreSchool","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",28,4,31,0,NA,0,NA
"51","081-1","Train Station",1976,"PreSchool","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",53,5,14,0,NA,0,NA
"52","082-1","LEGOVille",1976,"PreSchool","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",66,7,15,0,NA,0,NA
"53","107-1","Universal Motor",1976,"Basic","Basic","Supplementaries","Normal","{Not specified}",0,"{Not specified}",137,0,1057,3.5,NA,0,NA
"54","108-1","Battery box",1976,"Basic","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",1,0,228,0,NA,0,NA
"55","146-1","Level Crossing",1976,"Trains","Modern day","4.5/12V","Normal","{Not specified}",0,"{Not specified}",68,1,728,0,NA,0,NA
"56","147-1","Refrigerated Wagon",1976,"Trains","Modern day","4.5/12V","Normal","{Not specified}",0,"{Not specified}",115,2,353,0,NA,0,NA
"57","149-1","Fuel Refinery",1976,"Trains","Modern day","4.5/12V","Normal","{Not specified}",0,"{Not specified}",328,3,291,0,NA,0,NA
"58","156-2","Straight Track",1976,"Trains","Modern day","4.5/12V","Normal","{Not specified}",0,"{Not specified}",25,0,501,0,NA,0,NA
"59","157-1","Curved Track",1976,"Trains","Modern day","4.5/12V","Normal","{Not specified}",0,"{Not specified}",25,0,498,0,NA,0,NA
"60","159-1","Straight Track with Crossing",1976,"Trains","Modern day","4.5/12V","Normal","Box",0,"Retail",25,0,350,0,NA,0,NA
"61","183-1","Train Set with Motor and Signal",1976,"Trains","Modern day","4.5/12V","Normal","{Not specified}",0,"{Not specified}",194,0,167,0,NA,0,NA
"62","194-1","Family",1976,"Building Set with People","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",94,0,156,0,NA,0,NA
"63","197-1","Farm Set",1976,"Building Set with People","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",120,0,76,0,NA,0,NA
"64","210-1","Cowboys",1976,"Building Set with People","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",39,0,450,0,NA,0,NA
"65","211-1","Mother and baby with dog",1976,"Building Set with People","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",46,0,206,0,NA,0,NA
"66","212-2","Scooter",1976,"Building Set with People","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",23,0,295,0,NA,0,NA
"67","256-1","Police Officers and Motorcycle",1976,"Building Set with People","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",86,0,487,0,NA,0,NA
"68","258-1","Zoo (with Baseboard)",1976,"Basic","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",486,0,84,0,NA,0,NA
"69","314-1","Police Launch",1976,"LEGOLAND","Vintage","Boats","Normal","{Not specified}",0,"{Not specified}",53,2,1118,3.2,NA,1,149.2976
"70","315-2","Container Ship",1976,"LEGOLAND","Vintage","Boats","Normal","{Not specified}",0,"{Not specified}",95,0,376,0,NA,0,NA
"71","368-1","Taxi Garage",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",156,2,622,0,NA,0,NA
"72","369-1","Coast Guard Station",1976,"LEGOLAND","Vintage","Building","Normal","{Not specified}",0,"{Not specified}",275,5,462,0,NA,1,250
"73","370-1","Police Headquarters",1976,"LEGOLAND","Vintage","Building","Normal","{Not specified}",0,"{Not specified}",280,4,624,0,NA,0,NA
"74","385-1","Jeep with Steering",1976,"LEGOLAND","Vintage","Town","Normal","{Not specified}",0,"{Not specified}",57,0,309,0,NA,0,NA
"75","386-1","Air Ambulance",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",151,3,718,0,NA,0,NA
"76","387-1","Excavator and Dumper",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",159,0,475,0,NA,0,NA
"77","393-1","Norton Motorcycle",1976,"Hobby Set","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",133,0,427,0,NA,0,NA
"78","394-1","Harley-Davidson 1000cc",1976,"Hobby Set","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",143,0,566,0,NA,0,NA
"79","395-1","1909 Rolls-Royce",1976,"Hobby Set","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",281,0,530,3.9,NA,0,NA
"80","396-1","Thatcher Perkins Locomotive",1976,"Hobby Set","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",438,0,384,0,NA,0,NA
"81","425-1","Fork Lift",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",21,1,506,0,NA,0,NA
"82","435-1","Tipper Truck",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",17,0,789,3.5,NA,0,NA
"83","445-1","Police Units",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",39,2,484,0,NA,0,NA
"84","455-1","Learjet",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",46,0,479,0,NA,0,NA
"85","485-1","Fire Truck",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",72,3,347,0,NA,1,165
"86","530-2","Puppy",1976,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",9,0,39,0,NA,0,NA
"87","531-1","Elephants",1976,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",20,0,31,0,NA,0,NA
"88","532-1","Pull-Along Ducks",1976,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",19,0,36,0,NA,0,NA
"89","550-2","Windmill",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",210,2,170,0,NA,0,NA
"90","555-1","Hospital",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",202,7,389,0,NA,0,NA
"91","565-1","Moon Landing",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",364,0,561,3.9,NA,0,NA
"92","585-1","Police Headquarters",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",300,4,465,0,NA,0,NA
"93","616-1","Cargo Ship",1976,"Basic","Basic","Model","Normal","{Not specified}",0,"{Not specified}",31,0,410,0,NA,0,NA
"94","617-1","Cowboys",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",42,1,591,0,NA,0,NA
"95","661-1","Spirit of St. Louis",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",51,0,642,0,NA,0,NA
"96","662-1","Dump Truck",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",27,0,690,0,NA,0,NA
"97","695-1","Racing Car",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",67,0,462,0,NA,0,NA
"98","696-1","Bus Station",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",80,7,495,0,NA,0,NA
"99","697-1","Stage Coach",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",95,1,460,0,NA,0,NA
"100","726-1","Western Train",1976,"Trains","Modern day","4.5/12V","Normal","{Not specified}",0,"{Not specified}",291,2,143,0,NA,0,NA
"101","770-1","Rescue Set",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",151,3,264,0,NA,0,NA
"102","780-1","Road Construction Set",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",164,0,247,0,NA,0,NA
"103","901-1","Universal Motor Set",1976,"Universal Building Set","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",31,0,370,0,NA,0,NA
"104","910-1","Advanced Basic Set, 6+",1976,"Basic","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",283,3,270,0,NA,0,NA
"105","911-1","Advanced Basic Set, 6+",1976,"Basic","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",401,4,223,0,NA,0,NA
"106","912-1","Advanced Basic Set with Motor, 6+",1976,"Basic","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",471,3,300,0,NA,0,NA
"107","1011-1","LEGO Number/Symbol Blocks",1976,"Dacta","Educational",NA,"Normal","{Not specified}",0,"{Not specified}",100,0,23,0,NA,0,NA
"108","1017-1","Letter Bricks for Wall Board",1976,"Dacta","Educational",NA,"Normal","{Not specified}",0,"{Not specified}",150,0,18,0,NA,0,NA
"109","1045-2","Educational LEGO Building Set",1976,"Dacta","Educational",NA,"Normal","{Not specified}",0,"{Not specified}",683,0,16,0,NA,0,NA
"110","1074-1","House Accessories",1976,"Dacta","Educational","Supplementary Set","Normal","{Not specified}",0,"{Not specified}",204,0,32,0,NA,0,NA
"111","1077-1","Supplementary Set",1976,"Dacta","Educational",NA,"Normal","{Not specified}",0,"{Not specified}",198,0,23,0,NA,0,NA
"112","1560-2","Lufthansa Boeing 727",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"Promotional (Airline)",26,0,148,0,NA,0,NA
"113","1561-2","Airline Staff",1976,"Building Set with People","Vintage",NA,"Normal","{Not specified}",0,"Promotional (Airline)",30,0,60,0,NA,0,NA
"114","1562-3","Biplane",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"Promotional (Airline)",25,0,71,0,NA,0,NA
"115","1601-1","Factory",1976,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",194,2,61,0,NA,0,NA
"116","1-12","Small basic set",1977,"Minitalia","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",91,0,30,0,NA,0,NA
"117","2-11","Medium basic set",1977,"Minitalia","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",128,0,29,0,NA,0,NA
"118","085-1","Racer",1977,"PreSchool","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",4,1,15,0,NA,0,NA
"119","087-1","Taxi",1977,"PreSchool","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",5,1,18,0,NA,0,NA
"120","88-1","Camping",1977,"PreSchool","Pre-school",NA,"Normal","Box",0,"Retail - limited",9,0,11,0,NA,NA,NA
"121","089-1","Mary's House",1977,"PreSchool","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",17,3,13,0,NA,0,NA
"122","110-1","Building Set, 3+",1977,"Universal Building Set","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",131,0,113,0,NA,0,NA
"123","111-1","Building Set, 3+",1977,"Universal Building Set","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",173,0,108,0,NA,0,NA
"124","112-1","Building Set, 3+",1977,"Universal Building Set","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",200,0,163,0,NA,0,NA
"125","113-1","Universal Building Set, 3+",1977,"Universal Building Set","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",258,0,125,0,NA,0,NA
"126","114-1","Building Set, 3+",1977,"Universal Building Set","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",390,0,107,0,NA,0,NA
"127","162-1","Locomotive",1977,"Trains","Modern day","4.5/12V","Normal","{Not specified}",0,"{Not specified}",210,0,267,0,NA,0,NA
"128","163-1","Cargo Wagon",1977,"Trains","Modern day","4.5/12V","Normal","{Not specified}",0,"{Not specified}",128,2,230,0,NA,0,NA
"129","192-1","Policemen",1977,"Building Set with People","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",86,0,250,0,NA,0,NA
"130","198-1","Cowboys",1977,"Building Set with People","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",41,0,119,0,NA,0,NA
"131","199-1","Scooter",1977,"Building Set with People","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",45,0,96,0,NA,0,NA
"132","213-1","Airplane ride",1977,"Building Set with People","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",48,0,240,0,NA,0,NA
"133","214-1","Road repair crew",1977,"Building Set with People","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",68,0,250,0,NA,0,NA
"134","215-1","Red Indians",1977,"Building Set with People","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",93,0,378,0,NA,0,NA
"135","217-1","Service Station",1977,"Building Set with People","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",228,0,100,0,NA,0,NA
"136","218-1","Firemen",1977,"Building Set with People","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",274,0,176,0,NA,0,NA
"137","245-2","Two Santas",1977,"Basic","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",37,0,50,0,NA,0,NA
"138","246-2","Santa and Sleigh",1977,"Basic","Basic","Seasonal","Normal","{Not specified}",0,"{Not specified}",1,0,91,0,NA,0,NA
"139","276-1","Nurse and Child",1977,"Homemaker","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",90,0,236,0,NA,0,NA
"140","277-1","Fireplace",1977,"Homemaker","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",82,0,218,0,NA,0,NA
"141","296-1","Ladies' Hairdressers",1977,"Homemaker","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",160,0,214,0,NA,0,NA
"142","371-3","Sea Plane",1977,"LEGOLAND","Vintage","Town","Normal","{Not specified}",0,"{Not specified}",47,2,493,0,NA,0,NA
"143","372-1","Texas Rangers",1977,"Universal Building Set","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",249,0,211,0,NA,0,NA
"144","373-1","Offshore Rig with Fuel Tanker",1977,"LEGOLAND","Vintage","Boats","Normal","{Not specified}",0,"{Not specified}",460,3,284,0,NA,0,NA
"145","400-1","Building Set, 6+",1977,"Universal Building Set","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",294,3,220,0,NA,0,NA
"146","402-1","Building Set, 6+",1977,"Universal Building Set","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",401,4,174,0,NA,0,NA
"147","404-1","Building Set, 6+",1977,"Universal Building Set","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",467,3,223,0,NA,0,NA
"148","456-1","Spirit of St. Louis",1977,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",49,0,347,0,NA,0,NA
"149","491-1","Formula 1 Racer",1977,"LEGOLAND","Vintage","Town","Normal","{Not specified}",0,"{Not specified}",67,0,223,0,NA,0,NA
"150","492-1","Truck with Payloader",1977,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",45,2,182,0,NA,0,NA
"151","522-1","Police Station",1977,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",23,4,70,0,NA,0,NA
"152","523-1","Train and Station",1977,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",46,5,48,0,NA,0,NA
"153","524-1","DUPLO Town",1977,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",54,7,51,0,NA,0,NA
"154","533-2","Racer",1977,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",4,1,73,0,NA,0,NA
"155","535-2","Taxi",1977,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",4,1,86,0,NA,0,NA
"156","536-1","Camping",1977,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",10,2,65,0,NA,0,NA
"157","537-2","Mary's House",1977,"Duplo","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",16,3,60,0,NA,0,NA
"158","618-1","Police Helicopter",1977,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",39,0,470,0,NA,0,NA
"159","619-1","Rally Car",1977,"LEGOLAND","Vintage","Vehicle","Normal","{Not specified}",0,"{Not specified}",18,1,534,0,NA,0,NA
"160","663-1","Hovercraft",1977,"LEGOLAND","Vintage","Vehicle","Normal","{Not specified}",0,"{Not specified}",60,0,459,0,NA,0,NA
"161","664-1","TV Crew",1977,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",46,3,435,0,NA,0,NA
"162","698-1","Boeing Aeroplane",1977,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",46,0,485,0,NA,0,NA
"163","699-1","Photo Safari",1977,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",130,1,373,0,NA,0,NA
"164","711-1","Jeep CJ-5",1977,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",56,0,88,0,NA,0,NA
"165","712-1","Sea Plane",1977,"LEGOLAND","Vintage",NA,"Normal","{Not specified}",0,"{Not specified}",115,2,211,0,NA,0,NA
"166","727-1","Locomotive",1977,"Trains","Modern day","4.5/12V","Normal","{Not specified}",0,"{Not specified}",134,0,214,0,NA,0,NA
"167","786-1","Storage Cloth",1977,"Basic","Basic","Supplementaries","Normal","{Not specified}",0,"{Not specified}",1,0,45,0,NA,0,NA
"168","787-1","Storage Cloth",1977,"Basic","Basic","Supplementaries","Normal","{Not specified}",0,"{Not specified}",1,0,235,0,NA,1,90
"169","850-1","Fork-Lift Truck",1977,"Technic","Technical",NA,"Normal","Box",0,"Retail",210,0,2323,3.7,NA,0,NA
"170","851-1","Tractor",1977,"Technic","Technical",NA,"Normal","Box",0,"Retail",318,0,1604,4.4,NA,0,NA
"171","852-1","Helicopter",1977,"Technic","Technical",NA,"Normal","Box",0,"Retail",364,0,712,4.6,NA,0,NA
"172","853-1","Car Chassis",1977,"Technic","Technical",NA,"Normal","Box",0,"Retail",601,0,1357,4.2,NA,0,NA
"173","870-1","Technical Motor, 4.5V",1977,"Technic","Technical","Supplementary","Normal","Box",0,"Retail",22,0,1041,4,NA,0,NA
"174","871-1","Supplementary Set",1977,"Technic","Technical","Supplementary","Normal","Box",0,"Retail",78,0,668,0,NA,0,NA
"175","1102-1","Four Motor Wheel Bushes",1977,"Service Packs","Miscellaneous",NA,"Normal","Polybag",0,"LEGO exclusive",4,0,45,0,NA,0,NA
"176","1105-1","Two Rubber Crawler Tracks",1977,"Service Packs","Miscellaneous",NA,"Normal","Polybag",0,"LEGO exclusive",2,0,66,0,NA,0,NA
"177","1109-1","Magnetic Couplings for Railway Car",1977,"Service Packs","Miscellaneous","Trains","Normal","{Not specified}",0,"{Not specified}",4,0,23,0,NA,0,NA
"178","1110-1","Four Locomotive Wheels",1977,"Service Packs","Miscellaneous","Trains","Normal","Polybag",0,"LEGO exclusive",8,0,39,0,NA,0,NA
"179","1112-1","Train Sliding Wheel Blocks",1977,"Service Packs","Miscellaneous","Trains","Normal","Polybag",0,"LEGO exclusive",2,0,26,0,NA,0,NA
"180","1119-1","Locomotive Piston Assemblies",1977,"Service Packs","Miscellaneous","Trains","Normal","Polybag",0,"LEGO exclusive",6,0,47,0,NA,0,NA
"181","1121-1","Propellers, Wheels and Rotor Unit",1977,"Service Packs","Miscellaneous",NA,"Normal","Polybag",0,"LEGO exclusive",15,0,36,0,NA,0,NA
"182","1124-1","Digger Bucket Assembly",1977,"Service Packs","Miscellaneous",NA,"Normal","Polybag",0,"LEGO exclusive",3,0,38,0,NA,1,4.25
"183","1150-1","Replacement Motor 12V",1977,"Service Packs","Miscellaneous",NA,"Normal","{Not specified}",0,"{Not specified}",1,0,19,0,NA,0,NA
"184","1151-1","Train Power Pick-Up Blocks",1977,"Service Packs","Miscellaneous",NA,"Normal","{Not specified}",0,"{Not specified}",2,0,24,0,NA,3,17
"185","1152-1","Electric Wire",1977,"Service Packs","Miscellaneous",NA,"Normal","{Not specified}",0,"{Not specified}",2,0,24,0,NA,0,NA
"186","1575-1","Finnjet Ferry",1977,"Promotional","Miscellaneous","Ferries","Normal","Box",0,"Promotional",506,0,66,0,NA,0,NA
"187","1580-2","Silja Line Ferry",1977,"Promotional","Miscellaneous","Ferries","Normal","Box",0,"Promotional",414,0,61,0,NA,0,NA
"188","98959-1","Motor set",1977,"Technic","Technical",NA,"Normal","{Not specified}",0,"{Not specified}",40,0,13,0,NA,0,NA
"189","7-1","Basic Building Set, 3+",1978,"Basic","Basic",NA,"Normal","Box",0,"{Not specified}",64,0,30,0,NA,0,NA
"190","8-1","Basic Building Set, 3+",1978,"Basic","Basic",NA,"Normal","Box",0,"{Not specified}",93,0,39,0,NA,0,NA
"191","9-1","Basic Building Set, 3+",1978,"Basic","Basic",NA,"Normal","{Not specified}",0,"{Not specified}",116,0,153,0,NA,0,NA
"192","061-2","Puppy",1978,"PreSchool","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",8,0,11,0,NA,0,NA
"193","063-2","Ducks",1978,"PreSchool","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",5,0,12,0,NA,0,NA
